date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:27:26	15293/15293	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Feb%202021%2022:27:25%20GMT	https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/index.php/en/work/122-house-sintra.html	(from )
23:27:26	404/404	---M-Z	200	added ('OK')	text/plain	date:Wed,%2030%20Apr%202014%2000:53:52%20GMT	https://www.yaroslavgalant.com/robots.txt		(from )
23:27:27	96581/96581	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Jan%202019%2019:47:10%20GMT	https://www.yaroslavgalant.com/media/jui/js/jquery.min.js?3b4a60a922fa5321bc75d761c80c7acc	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/media/jui/js/jquery.minf518.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:27	21/21	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Jan%202019%2019:47:10%20GMT	https://www.yaroslavgalant.com/media/jui/js/jquery-noconflict.js?3b4a60a922fa5321bc75d761c80c7acc	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/media/jui/js/jquery-noconflictf518.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:27	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Jan%202019%2019:47:10%20GMT	https://www.yaroslavgalant.com/media/jui/js/jquery-migrate.min.js?3b4a60a922fa5321bc75d761c80c7acc	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/media/jui/js/jquery-migrate.minf518.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:27	491/491	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Jan%202019%2019:47:10%20GMT	https://www.yaroslavgalant.com/media/system/js/caption.js?3b4a60a922fa5321bc75d761c80c7acc	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/media/system/js/captionf518.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:28	109510/109510	---M-Z	200	added ('OK')	text/css	date:Sun,%2025%20Nov%202018%2000:06:01%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/bootstrap/3.2.0/css/bootstrap.min.css	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/bootstrap/3.2.0/css/bootstrap.min.css	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:28	21984/21984	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20Oct%202014%2003:56:22%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/bootstrap/addons/font-awesome/css/font-awesome.min.css	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/bootstrap/addons/font-awesome/css/font-awesome.min.css	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:28	48664/48664	---M-Z	200	added ('OK')	text/css	date:Sat,%2024%20Nov%202018%2019:18:16%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/css/site.styles.css	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/css/site.styles.css	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:29	142595/142595	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Feb%202019%2019:17:43%20GMT	https://www.yaroslavgalant.com/templates/zo2_six/assets/zo2/css/template.css	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/templates/zo2_six/assets/zo2/css/template.css	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:29	57095/57095	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Jun%202014%2002:45:48%20GMT	https://www.yaroslavgalant.com/templates/zo2_six/assets/zo2/css/animate.css	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/templates/zo2_six/assets/zo2/css/animate.css	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:29	569/569	---M-Z	200	added ('OK')	text/css	date:Thu,%2002%20Oct%202014%2010:31:02%20GMT	https://www.yaroslavgalant.com/templates/zo2_six/assets/vendor/bootstrapvalidator/css/bootstrapValidator.min.css	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/templates/zo2_six/assets/vendor/bootstrapvalidator/css/bootstrapValidator.min.css	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:29	0/0	---M--	200	added ('OK')	text/css	date:Tue,%2019%20Aug%202014%2008:37:28%20GMT	https://www.yaroslavgalant.com/templates/zo2_six/assets/zo2/css/presets/default.css	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/templates/zo2_six/assets/zo2/css/presets/default.css	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:30	4492/4492	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Nov%202018%2019:45:48%20GMT	https://www.yaroslavgalant.com/images/logo/logo.png	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/logo/logo.png	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:30	107/107	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Jan%202019%2019:47:10%20GMT	https://www.yaroslavgalant.com/media/system/images/arrow.png	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/media/system/images/arrow.png	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:31	5223116/5223116	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:55%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_007.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_007.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:36	5313239/5313239	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:49%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_001.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_001.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:37	5077693/5077693	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:50%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_003.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_003.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:37	4790288/4790288	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:51%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_004.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_004.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:37	4898443/4898443	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:50%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_002.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_002.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:38	1237/1237	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Feb%202021%2022:27:37%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_009.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_009.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:39	5540498/5540498	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:54%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_008.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_008.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:40	6017784/6017784	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:54%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_005.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_005.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:40	4360298/4360298	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:51%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_006.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_ext_006.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:40	5727052/5727052	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:59%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_011.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_011.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:49	5515603/5515603	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:55%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_010.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_010.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:54	6035949/6035949	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:14:59%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_012.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_012.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:55	5540269/5540269	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:15:03%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_014.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_014.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:55	6338986/6338986	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:15:03%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_013.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_013.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:56	7480/7480	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Oct%202014%2003:56:24%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/ekko-lightbox.js	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/ekko-lightbox.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:56	4812117/4812117	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:15:07%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_017.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_017.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:56	4247/4247	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Oct%202014%2003:56:24%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/jquery.sticky.js	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/vendor/jquery.sticky.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:56	4342/4342	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Dec%202014%2001:56:28%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/js/scripts.js	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/js/scripts.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:56	6439336/6439336	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jan%202021%2020:15:09%20GMT	https://www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_015.jpg	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/images/work/House_Sintra/House_Sintra_int_015.jpg	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:56	5237/5237	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Dec%202014%2001:56:28%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/js/site.megamenu.js	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/js/site.megamenu.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
23:27:56	584/584	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Dec%202014%2001:56:28%20GMT	https://www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/js/site.scripts.js	E:/BigWebsite/BigWebsite/www.yaroslavgalant.com/plugins/system/zo2/framework/assets/zo2/js/site.scripts.js	(from https://www.yaroslavgalant.com/index.php/en/work/122-house-sintra)
